month;category;exports;imports;balance;
1/10/2006;Miscellaneous manufactures;1532;1712;-180;
1/11/2006;Miscellaneous manufactures;1552;1726;-174;
1/12/2006;Miscellaneous manufactures;1603;1802;-199;
1/1/2007;Miscellaneous manufactures;1587;1812;-225;
1/2/2007;Miscellaneous manufactures;1629;1785;-156;
1/3/2007;Miscellaneous manufactures;1662;1850;-188;
1/4/2007;Miscellaneous manufactures;1560;1843;-283;
1/5/2007;Miscellaneous manufactures;1583;1833;-250;
1/6/2007;Miscellaneous manufactures;1610;1911;-301;
1/7/2007;Miscellaneous manufactures;1608;1849;-241;
1/8/2007;Miscellaneous manufactures;1611;1842;-231;
1/9/2007;Miscellaneous manufactures;1752;1992;-240;
1/10/2007;Miscellaneous manufactures;1560;1876;-316;
1/11/2007;Miscellaneous manufactures;1574;1866;-292;
1/12/2007;Miscellaneous manufactures;1559;1812;-253;
1/1/2008;Miscellaneous manufactures;1511;1847;-336;
1/2/2008;Miscellaneous manufactures;1535;1824;-289;
1/3/2008;Miscellaneous manufactures;1590;1826;-236;
1/4/2008;Miscellaneous manufactures;1549;1841;-292;
1/5/2008;Miscellaneous manufactures;1541;1774;-233;
1/6/2008;Miscellaneous manufactures;1632;1945;-313;
1/7/2008;Miscellaneous manufactures;1642;1798;-156;
1/8/2008;Miscellaneous manufactures;1604;1741;-137;
1/9/2008;Miscellaneous manufactures;1527;1758;-231;
1/10/2008;Miscellaneous manufactures;1552;1686;-134;
1/11/2008;Miscellaneous manufactures;1561;1553;8;
1/12/2008;Miscellaneous manufactures;1477;1571;-94;
1/1/2009;Miscellaneous manufactures;1480;1609;-129;
1/2/2009;Miscellaneous manufactures;1467;1626;-159;
1/3/2009;Miscellaneous manufactures;1389;1576;-187;
1/4/2009;Miscellaneous manufactures;1462;1595;-133;
1/5/2009;Miscellaneous manufactures;1422;1597;-175;
1/6/2009;Miscellaneous manufactures;1441;1627;-186;
1/7/2009;Miscellaneous manufactures;1643;1637;6;
1/8/2009;Miscellaneous manufactures;1419;1610;-191;
1/9/2009;Miscellaneous manufactures;1418;1611;-193;
1/10/2009;Miscellaneous manufactures;1447;1665;-218;
1/11/2009;Miscellaneous manufactures;1482;1763;-281;
1/12/2009;Miscellaneous manufactures;1489;1781;-292;
1/1/2010;Miscellaneous manufactures;1470;1682;-212;
1/2/2010;Miscellaneous manufactures;1475;1664;-189;
1/3/2010;Miscellaneous manufactures;1510;1695;-185;
1/4/2010;Miscellaneous manufactures;1570;1727;-157;
1/5/2010;Miscellaneous manufactures;1523;1704;-181;
1/6/2010;Miscellaneous manufactures;1535;1722;-187;
1/7/2010;Miscellaneous manufactures;1525;1692;-167;
1/8/2010;Miscellaneous manufactures;1567;1727;-160;
1/9/2010;Miscellaneous manufactures;1581;1720;-139;
1/10/2010;Miscellaneous manufactures;1567;1773;-206;
1/11/2010;Miscellaneous manufactures;1569;1761;-192;
1/12/2010;Miscellaneous manufactures;1543;1750;-207;
1/1/2011;Miscellaneous manufactures;1650;1799;-149;
1/2/2011;Miscellaneous manufactures;1646;1760;-114;
1/3/2011;Miscellaneous manufactures;1577;1762;-185;
1/4/2011;Miscellaneous manufactures;1593;1709;-116;
1/5/2011;Miscellaneous manufactures;1673;1821;-148;
1/6/2011;Miscellaneous manufactures;1625;1836;-211;
1/7/2011;Miscellaneous manufactures;1600;1805;-205;
1/8/2011;Miscellaneous manufactures;1595;1794;-199;
1/9/2011;Miscellaneous manufactures;1587;1872;-285;
1/10/2011;Miscellaneous manufactures;1547;1782;-235;
1/11/2011;Miscellaneous manufactures;1549;1766;-217;
1/12/2011;Miscellaneous manufactures;1632;1829;-197;
1/1/2012;Miscellaneous manufactures;1588;1768;-180;
1/2/2012;Miscellaneous manufactures;1526;1786;-260;
1/3/2012;Miscellaneous manufactures;1536;1808;-272;
1/4/2012;Miscellaneous manufactures;1498;1831;-333;
1/5/2012;Miscellaneous manufactures;1600;1862;-262;
1/6/2012;Miscellaneous manufactures;1450;1798;-348;
1/7/2012;Miscellaneous manufactures;1551;1860;-309;
1/8/2012;Miscellaneous manufactures;1559;1771;-212;
1/9/2012;Miscellaneous manufactures;1564;1787;-223;
1/10/2012;Miscellaneous manufactures;1608;1832;-224;
1/11/2012;Miscellaneous manufactures;1511;1768;-257;
1/12/2012;Miscellaneous manufactures;1517;1901;-384;
1/1/2013;Miscellaneous manufactures;1536;1906;-370;
1/2/2013;Miscellaneous manufactures;1567;1825;-258;
1/3/2013;Miscellaneous manufactures;1591;1908;-317;
1/4/2013;Miscellaneous manufactures;1543;1799;-256;
1/5/2013;Miscellaneous manufactures;1549;1850;-301;
1/6/2013;Miscellaneous manufactures;1621;1895;-274;
1/7/2013;Miscellaneous manufactures;1630;1924;-294;
1/8/2013;Miscellaneous manufactures;1628;1944;-316;
1/9/2013;Miscellaneous manufactures;1673;1967;-294;
1/10/2013;Miscellaneous manufactures;1636;2014;-378;
1/11/2013;Miscellaneous manufactures;1641;2043;-402;
1/12/2013;Miscellaneous manufactures;1729;2042;-313;
1/1/2014;Miscellaneous manufactures;1664;1980;-316;
1/2/2014;Miscellaneous manufactures;1637;2114;-477;
1/3/2014;Miscellaneous manufactures;1671;2027;-356;
1/4/2014;Miscellaneous manufactures;1673;2065;-392;
1/5/2014;Miscellaneous manufactures;1721;2068;-347;
1/6/2014;Miscellaneous manufactures;1727;2115;-388;
1/7/2014;Miscellaneous manufactures;1682;2154;-472;
1/8/2014;Miscellaneous manufactures;1816;2118;-302;
1/9/2014;Miscellaneous manufactures;1710;2293;-583;
1/10/2014;Miscellaneous manufactures;1742;2249;-507;
1/11/2014;Miscellaneous manufactures;1715;2132;-417;
1/12/2014;Miscellaneous manufactures;1725;2207;-482;
1/1/2015;Miscellaneous manufactures;1724;2197;-473;
1/2/2015;Miscellaneous manufactures;1785;2350;-565;
1/3/2015;Miscellaneous manufactures;1781;2321;-540;
1/4/2015;Miscellaneous manufactures;1832;2298;-466;
1/5/2015;Miscellaneous manufactures;1750;2304;-554;
1/6/2015;Miscellaneous manufactures;1840;2341;-501;
1/7/2015;Miscellaneous manufactures;1788;2332;-544;
1/8/2015;Miscellaneous manufactures;1834;2402;-568;
1/9/2015;Miscellaneous manufactures;1782;2307;-525;
1/10/2015;Miscellaneous manufactures;1806;2366;-560;
1/11/2015;Miscellaneous manufactures;1858;2406;-548;
1/12/2015;Miscellaneous manufactures;1868;2414;-546;
1/1/2016;Miscellaneous manufactures;1826;2444;-618;
1/2/2016;Miscellaneous manufactures;1804;2423;-619;
1/3/2016;Miscellaneous manufactures;1796;2457;-661;
1/4/2016;Miscellaneous manufactures;1834;2480;-646;
1/5/2016;Miscellaneous manufactures;1869;2524;-655;
1/6/2016;Miscellaneous manufactures;1789;2466;-677;
1/7/2016;Miscellaneous manufactures;1957;2585;-628;
1/8/2016;Miscellaneous manufactures;1848;2472;-624;
1/9/2016;Miscellaneous manufactures;1834;2479;-645;
1/10/2016;Miscellaneous manufactures;1904;2469;-565;
1/11/2016;Miscellaneous manufactures;1899;2536;-637;
1/12/2016;Miscellaneous manufactures;1908;2565;-657;
1/1/2017;Miscellaneous manufactures;1919;2541;-622;
1/2/2017;Miscellaneous manufactures;1880;2505;-625;
1/3/2017;Miscellaneous manufactures;1907;2518;-611;
1/4/2017;Miscellaneous manufactures;1924;2568;-644;
1/5/2017;Miscellaneous manufactures;1888;2558;-670;
1/6/2017;Miscellaneous manufactures;1841;2821;-980;
1/7/2017;Miscellaneous manufactures;1967;2608;-641;
1/8/2017;Miscellaneous manufactures;1895;2569;-674;
1/9/2017;Miscellaneous manufactures;1927;2563;-636;
1/10/2017;Miscellaneous manufactures;1879;2586;-707;
1/11/2017;Miscellaneous manufactures;1933;2609;-676;
1/12/2017;Miscellaneous manufactures;1847;2601;-754;
1/1/2018;Miscellaneous manufactures;1999;2622;-623;
1/2/2018;Miscellaneous manufactures;1933;2651;-718;
1/3/2018;Miscellaneous manufactures;1906;2702;-796;
1/4/2018;Miscellaneous manufactures;1862;2581;-719;
1/5/2018;Miscellaneous manufactures;1930;2666;-736;
1/6/2018;Miscellaneous manufactures;2002;2710;-708;
1/7/2018;Miscellaneous manufactures;1909;2671;-762;
1/8/2018;Miscellaneous manufactures;1919;2729;-810;
1/9/2018;Miscellaneous manufactures;1879;2713;-834;
1/10/2018;Miscellaneous manufactures;1918;2701;-783;
1/11/2018;Miscellaneous manufactures;1910;2755;-845;
1/12/2018;Miscellaneous manufactures;1912;2783;-871;
1/1/2019;Miscellaneous manufactures;1969;2790;-821;
1/2/2019;Miscellaneous manufactures;1956;2762;-806;
1/3/2019;Miscellaneous manufactures;2447;3481;-1034;
1/4/2019;Miscellaneous manufactures;2082;2937;-855;
1/5/2019;Miscellaneous manufactures;2020;2789;-769;
1/6/2019;Miscellaneous manufactures;1957;3026;-1069;
1/7/2019;Miscellaneous manufactures;1944;2762;-818;
1/8/2019;Miscellaneous manufactures;1906;2782;-876;
1/9/2019;Miscellaneous manufactures;1941;2729;-788;
1/10/2019;Miscellaneous manufactures;1967;2907;-940;
1/11/2019;Miscellaneous manufactures;1770;2591;-821;
1/12/2019;Miscellaneous manufactures;1802;2632;-830;
1/1/2020;Miscellaneous manufactures;1760;2639;-879;
1/2/2020;Miscellaneous manufactures;1755;2563;-808;
1/3/2020;Miscellaneous manufactures;1441;2203;-762;
1/4/2020;Miscellaneous manufactures;1240;1528;-288;
1/5/2020;Miscellaneous manufactures;1386;1672;-286;
1/6/2020;Miscellaneous manufactures;1520;2022;-502;
1/7/2020;Miscellaneous manufactures;1752;2315;-563;
1/8/2020;Miscellaneous manufactures;1705;2481;-776;
1/9/2020;Miscellaneous manufactures;1676;2533;-857;
1/10/2020;Miscellaneous manufactures;1799;2598;-799;
1/11/2020;Miscellaneous manufactures;1795;2609;-814;
1/12/2020;Miscellaneous manufactures;1756;2615;-859;
1/1/2021;Miscellaneous manufactures;1046;1867;-821;
1/1/1997;Unspecified goods;6;23;-17;
1/2/1997;Unspecified goods;11;7;4;
1/3/1997;Unspecified goods;13;8;5;
1/4/1997;Unspecified goods;13;11;2;
1/5/1997;Unspecified goods;17;7;10;
1/6/1997;Unspecified goods;29;12;17;
1/7/1997;Unspecified goods;23;12;11;
1/8/1997;Unspecified goods;19;11;8;
1/9/1997;Unspecified goods;19;22;-3;
1/10/1997;Unspecified goods;17;12;5;
1/11/1997;Unspecified goods;13;12;1;
1/12/1997;Unspecified goods;13;17;-4;
1/1/1998;Unspecified goods;17;11;6;
1/2/1998;Unspecified goods;15;11;4;
1/3/1998;Unspecified goods;15;15;0;
1/4/1998;Unspecified goods;19;15;4;
1/5/1998;Unspecified goods;17;18;-1;
1/6/1998;Unspecified goods;15;18;-3;
1/7/1998;Unspecified goods;17;19;-2;
1/8/1998;Unspecified goods;15;18;-3;
1/9/1998;Unspecified goods;12;21;-9;
1/10/1998;Unspecified goods;17;22;-5;
1/11/1998;Unspecified goods;17;17;0;
1/12/1998;Unspecified goods;19;14;5;
1/1/1999;Unspecified goods;22;18;4;
1/2/1999;Unspecified goods;15;38;-23;
1/3/1999;Unspecified goods;21;5;16;
1/4/1999;Unspecified goods;13;7;6;
1/5/1999;Unspecified goods;10;10;0;
1/6/1999;Unspecified goods;11;8;3;
1/7/1999;Unspecified goods;9;8;1;
1/8/1999;Unspecified goods;28;16;12;
1/9/1999;Unspecified goods;15;7;8;
1/10/1999;Unspecified goods;14;5;9;
1/11/1999;Unspecified goods;14;7;7;
1/12/1999;Unspecified goods;17;8;9;
1/1/2000;Unspecified goods;14;5;9;
1/2/2000;Unspecified goods;17;11;6;
1/3/2000;Unspecified goods;15;9;6;
1/4/2000;Unspecified goods;13;11;2;
1/5/2000;Unspecified goods;21;8;13;
1/6/2000;Unspecified goods;21;9;12;
1/7/2000;Unspecified goods;19;6;13;
1/8/2000;Unspecified goods;15;10;5;
1/9/2000;Unspecified goods;22;7;15;
1/10/2000;Unspecified goods;18;9;9;
1/11/2000;Unspecified goods;32;10;22;
1/12/2000;Unspecified goods;22;7;15;
1/1/2001;Unspecified goods;12;9;3;
1/2/2001;Unspecified goods;20;6;14;
1/3/2001;Unspecified goods;6;11;-5;
1/4/2001;Unspecified goods;18;10;8;
1/5/2001;Unspecified goods;14;9;5;
1/6/2001;Unspecified goods;12;7;5;
1/7/2001;Unspecified goods;14;9;5;
1/8/2001;Unspecified goods;25;8;17;
1/9/2001;Unspecified goods;12;8;4;
1/10/2001;Unspecified goods;12;37;-25;
1/11/2001;Unspecified goods;15;11;4;
1/12/2001;Unspecified goods;14;9;5;
1/1/2002;Unspecified goods;6;11;-5;
1/2/2002;Unspecified goods;12;66;-54;
1/3/2002;Unspecified goods;19;23;-4;
1/4/2002;Unspecified goods;20;10;10;
1/5/2002;Unspecified goods;19;11;8;
1/6/2002;Unspecified goods;19;7;12;
1/7/2002;Unspecified goods;20;10;10;
1/8/2002;Unspecified goods;21;24;-3;
1/9/2002;Unspecified goods;21;13;8;
1/10/2002;Unspecified goods;22;11;11;
1/11/2002;Unspecified goods;8;8;0;
1/12/2002;Unspecified goods;13;13;0;
1/1/2003;Unspecified goods;19;17;2;
1/2/2003;Unspecified goods;11;79;-68;
1/3/2003;Unspecified goods;9;12;-3;
1/4/2003;Unspecified goods;18;17;1;
1/5/2003;Unspecified goods;17;15;2;
1/6/2003;Unspecified goods;22;23;-1;
1/7/2003;Unspecified goods;22;23;-1;
1/8/2003;Unspecified goods;13;16;-3;
1/9/2003;Unspecified goods;19;22;-3;
1/10/2003;Unspecified goods;15;19;-4;
1/11/2003;Unspecified goods;15;18;-3;
1/12/2003;Unspecified goods;12;28;-16;
1/1/2004;Unspecified goods;22;17;5;
1/2/2004;Unspecified goods;19;19;0;
1/3/2004;Unspecified goods;17;22;-5;
1/4/2004;Unspecified goods;13;19;-6;
1/5/2004;Unspecified goods;19;20;-1;
1/6/2004;Unspecified goods;17;26;-9;
1/7/2004;Unspecified goods;17;21;-4;
1/8/2004;Unspecified goods;19;25;-6;
1/9/2004;Unspecified goods;13;25;-12;
1/10/2004;Unspecified goods;24;23;1;
1/11/2004;Unspecified goods;27;20;7;
1/12/2004;Unspecified goods;36;23;13;
1/1/2005;Unspecified goods;20;21;-1;
1/2/2005;Unspecified goods;36;27;9;
1/3/2005;Unspecified goods;22;17;5;
1/4/2005;Unspecified goods;24;25;-1;
1/5/2005;Unspecified goods;17;22;-5;
1/6/2005;Unspecified goods;17;26;-9;
1/7/2005;Unspecified goods;19;24;-5;
1/8/2005;Unspecified goods;24;18;6;
1/9/2005;Unspecified goods;20;16;4;
1/10/2005;Unspecified goods;22;20;2;
1/11/2005;Unspecified goods;57;29;28;
1/12/2005;Unspecified goods;45;21;24;
1/1/2006;Unspecified goods;52;20;32;
1/2/2006;Unspecified goods;42;20;22;
1/3/2006;Unspecified goods;58;24;34;
1/4/2006;Unspecified goods;20;15;5;
1/5/2006;Unspecified goods;38;19;19;
1/6/2006;Unspecified goods;20;14;6;
1/7/2006;Unspecified goods;20;15;5;
1/8/2006;Unspecified goods;19;30;-11;
1/9/2006;Unspecified goods;30;15;15;
1/10/2006;Unspecified goods;12;17;-5;
1/11/2006;Unspecified goods;12;16;-4;
1/12/2006;Unspecified goods;30;13;17;
1/1/2007;Unspecified goods;66;20;46;
1/2/2007;Unspecified goods;55;13;42;
1/3/2007;Unspecified goods;35;14;21;
1/4/2007;Unspecified goods;15;16;-1;
1/5/2007;Unspecified goods;14;20;-6;
1/6/2007;Unspecified goods;15;14;1;
1/7/2007;Unspecified goods;14;18;-4;
1/8/2007;Unspecified goods;20;16;4;
1/9/2007;Unspecified goods;14;21;-7;
1/10/2007;Unspecified goods;12;14;-2;
1/11/2007;Unspecified goods;16;17;-1;
1/12/2007;Unspecified goods;8;21;-13;
1/1/2008;Unspecified goods;13;22;-9;
1/2/2008;Unspecified goods;12;61;-49;
1/3/2008;Unspecified goods;8;25;-17;
1/4/2008;Unspecified goods;15;28;-13;
1/5/2008;Unspecified goods;14;21;-7;
1/6/2008;Unspecified goods;13;30;-17;
1/7/2008;Unspecified goods;15;20;-5;
1/8/2008;Unspecified goods;8;27;-19;
1/9/2008;Unspecified goods;13;17;-4;
1/10/2008;Unspecified goods;15;22;-7;
1/11/2008;Unspecified goods;9;26;-17;
1/12/2008;Unspecified goods;19;75;-56;
1/1/2009;Unspecified goods;19;21;-2;
1/2/2009;Unspecified goods;15;19;-4;
1/3/2009;Unspecified goods;15;24;-9;
1/4/2009;Unspecified goods;12;31;-19;
1/5/2009;Unspecified goods;12;23;-11;
1/6/2009;Unspecified goods;18;29;-11;
1/7/2009;Unspecified goods;16;27;-11;
1/8/2009;Unspecified goods;25;27;-2;
1/9/2009;Unspecified goods;23;237;-214;
1/10/2009;Unspecified goods;26;30;-4;
1/11/2009;Unspecified goods;16;27;-11;
1/12/2009;Unspecified goods;15;19;-4;
1/1/2010;Unspecified goods;13;27;-14;
1/2/2010;Unspecified goods;26;28;-2;
1/3/2010;Unspecified goods;9;20;-11;
1/4/2010;Unspecified goods;10;17;-7;
1/5/2010;Unspecified goods;10;22;-12;
1/6/2010;Unspecified goods;8;22;-14;
1/7/2010;Unspecified goods;9;16;-7;
1/8/2010;Unspecified goods;8;23;-15;
1/9/2010;Unspecified goods;6;34;-28;
1/10/2010;Unspecified goods;9;33;-24;
1/11/2010;Unspecified goods;8;29;-21;
1/12/2010;Unspecified goods;10;29;-19;
1/1/2011;Unspecified goods;15;20;-5;
1/2/2011;Unspecified goods;17;23;-6;
1/3/2011;Unspecified goods;15;21;-6;
1/4/2011;Unspecified goods;12;17;-5;
1/5/2011;Unspecified goods;12;25;-13;
1/6/2011;Unspecified goods;10;19;-9;
1/7/2011;Unspecified goods;15;62;-47;
1/8/2011;Unspecified goods;12;63;-51;
1/9/2011;Unspecified goods;34;80;-46;
1/10/2011;Unspecified goods;42;48;-6;
1/11/2011;Unspecified goods;34;37;-3;
1/12/2011;Unspecified goods;11;29;-18;
1/1/2012;Unspecified goods;10;28;-18;
1/2/2012;Unspecified goods;12;27;-15;
1/3/2012;Unspecified goods;14;30;-16;
1/4/2012;Unspecified goods;15;56;-41;
1/5/2012;Unspecified goods;14;44;-30;
1/6/2012;Unspecified goods;14;34;-20;
1/7/2012;Unspecified goods;13;48;-35;
1/8/2012;Unspecified goods;11;24;-13;
1/9/2012;Unspecified goods;7;29;-22;
1/10/2012;Unspecified goods;22;45;-23;
1/11/2012;Unspecified goods;11;26;-15;
1/12/2012;Unspecified goods;1;27;-26;
1/1/2013;Unspecified goods;14;63;-49;
1/2/2013;Unspecified goods;12;64;-52;
1/3/2013;Unspecified goods;23;59;-36;
1/4/2013;Unspecified goods;11;44;-33;
1/5/2013;Unspecified goods;14;65;-51;
1/6/2013;Unspecified goods;17;107;-90;
1/7/2013;Unspecified goods;17;32;-15;
1/8/2013;Unspecified goods;10;25;-15;
1/9/2013;Unspecified goods;11;38;-27;
1/10/2013;Unspecified goods;4;147;-143;
1/11/2013;Unspecified goods;6;99;-93;
1/12/2013;Unspecified goods;9;69;-60;
1/1/2014;Unspecified goods;10;31;-21;
1/2/2014;Unspecified goods;9;19;-10;
1/3/2014;Unspecified goods;11;29;-18;
1/4/2014;Unspecified goods;15;15;0;
1/5/2014;Unspecified goods;14;16;-2;
1/6/2014;Unspecified goods;12;18;-6;
1/7/2014;Unspecified goods;11;46;-35;
1/8/2014;Unspecified goods;21;35;-14;
1/9/2014;Unspecified goods;20;25;-5;
1/10/2014;Unspecified goods;22;9;13;
1/11/2014;Unspecified goods;12;44;-32;
1/12/2014;Unspecified goods;18;37;-19;
1/1/2015;Unspecified goods;16;23;-7;
1/2/2015;Unspecified goods;18;96;-78;
1/3/2015;Unspecified goods;12;6;6;
1/4/2015;Unspecified goods;16;26;-10;
1/5/2015;Unspecified goods;12;48;-36;
1/6/2015;Unspecified goods;17;16;1;
1/7/2015;Unspecified goods;39;25;14;
1/8/2015;Unspecified goods;9;44;-35;
1/9/2015;Unspecified goods;10;31;-21;
1/10/2015;Unspecified goods;15;30;-15;
1/11/2015;Unspecified goods;20;40;-20;
1/12/2015;Unspecified goods;15;22;-7;
1/1/2016;Unspecified goods;13;39;-26;
1/2/2016;Unspecified goods;9;44;-35;
1/3/2016;Unspecified goods;16;51;-35;
1/4/2016;Unspecified goods;13;29;-16;
1/5/2016;Unspecified goods;16;47;-31;
1/6/2016;Unspecified goods;30;44;-14;
1/7/2016;Unspecified goods;13;24;-11;
1/8/2016;Unspecified goods;29;16;13;
1/9/2016;Unspecified goods;16;19;-3;
1/10/2016;Unspecified goods;3;21;-18;
1/11/2016;Unspecified goods;15;63;-48;
1/12/2016;Unspecified goods;4;28;-24;
1/1/2017;Unspecified goods;19;20;-1;
1/2/2017;Unspecified goods;19;24;-5;
1/3/2017;Unspecified goods;14;43;-29;
1/4/2017;Unspecified goods;15;54;-39;
1/5/2017;Unspecified goods;38;40;-2;
1/6/2017;Unspecified goods;10;58;-48;
1/7/2017;Unspecified goods;14;48;-34;
1/8/2017;Unspecified goods;15;39;-24;
1/9/2017;Unspecified goods;302;40;262;
1/10/2017;Unspecified goods;27;53;-26;
1/11/2017;Unspecified goods;21;180;-159;
1/12/2017;Unspecified goods;29;151;-122;
1/1/2018;Unspecified goods;13;47;-34;
1/2/2018;Unspecified goods;12;106;-94;
1/3/2018;Unspecified goods;16;26;-10;
1/4/2018;Unspecified goods;15;117;-102;
1/5/2018;Unspecified goods;13;94;-81;
1/6/2018;Unspecified goods;35;13;22;
1/7/2018;Unspecified goods;20;31;-11;
1/8/2018;Unspecified goods;16;67;-51;
1/9/2018;Unspecified goods;43;114;-71;
1/10/2018;Unspecified goods;20;41;-21;
1/11/2018;Unspecified goods;102;22;80;
1/12/2018;Unspecified goods;19;59;-40;
1/1/2019;Unspecified goods;17;38;-21;
1/2/2019;Unspecified goods;23;35;-12;
1/3/2019;Unspecified goods;23;122;-99;
1/4/2019;Unspecified goods;17;90;-73;
1/5/2019;Unspecified goods;18;30;-12;
1/6/2019;Unspecified goods;40;32;8;
1/7/2019;Unspecified goods;199;26;173;
1/8/2019;Unspecified goods;19;59;-40;
1/9/2019;Unspecified goods;27;96;-69;
1/10/2019;Unspecified goods;63;26;37;
1/11/2019;Unspecified goods;136;40;96;
1/12/2019;Unspecified goods;295;34;261;
1/1/2020;Unspecified goods;265;77;188;
1/2/2020;Unspecified goods;16;35;-19;
1/3/2020;Unspecified goods;28;20;8;
1/4/2020;Unspecified goods;608;15;593;
1/5/2020;Unspecified goods;305;42;263;
1/6/2020;Unspecified goods;500;39;461;
1/7/2020;Unspecified goods;17;37;-20;
1/8/2020;Unspecified goods;19;30;-11;
1/9/2020;Unspecified goods;7;52;-45;
1/10/2020;Unspecified goods;17;31;-14;
1/11/2020;Unspecified goods;15;59;-44;
1/12/2020;Unspecified goods;8;58;-50;
1/1/2021;Unspecified goods;177;16;161;
